level,infinitive,source_id,source_name,source_url,license,notes
A1,lesen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,lesen,cukowski_wordsA1.txt,GermanWordListByLevel,https://github.com/Cukowski/GermanWordListByLevel,Unknown,Needs license confirmation
A1,lieben,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,lieben,cukowski_wordsA1.txt,GermanWordListByLevel,https://github.com/Cukowski/GermanWordListByLevel,Unknown,Needs license confirmation
A1,liegen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,machen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,machen,cukowski_wordsA1.txt,GermanWordListByLevel,https://github.com/Cukowski/GermanWordListByLevel,Unknown,Needs license confirmation
A1,mieten,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,mitbringen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,mitkommen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,mitmachen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,mitnehmen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,mögen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,mögen,cukowski_wordsA1.txt,GermanWordListByLevel,https://github.com/Cukowski/GermanWordListByLevel,Unknown,Needs license confirmation
A1,müssen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,nehmen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,nehmen,cukowski_wordsA1.txt,GermanWordListByLevel,https://github.com/Cukowski/GermanWordListByLevel,Unknown,Needs license confirmation
A1,öffnen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,rad fahren,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,rauchen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,regnen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,reisen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,reparieren,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,riechen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,sagen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,sagen,cukowski_wordsA1.txt,GermanWordListByLevel,https://github.com/Cukowski/GermanWordListByLevel,Unknown,Needs license confirmation
A1,scheinen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,schicken,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,schlafen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,schließen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,schmecken,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,schreiben,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
A1,schreiben,cukowski_wordsA1.txt,GermanWordListByLevel,https://github.com/Cukowski/GermanWordListByLevel,Unknown,Needs license confirmation
A1,schwimmen,goethe_a1_2018,Goethe-Zertifikat A1 Wortliste (2018),https://raw.githubusercontent.com/harrymatthews50/ich_lerne_deutsch/main/data/Goethe_A1_Wordlist.csv,MIT,Derived from Goethe official vocabulary export
