lemma,level,english,example_de,example_en,comparative,superlative,approved,sources_csv,source_notes
national,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/national
negativ,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/negativ
neugierig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/neugierig
niedrig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/niedrig
nötig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/n%C3%B6tig
offenbar,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/offenbar
offiziell,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/offiziell
optimistisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/optimistisch
ordentlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/ordentlich
original,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/original
parallel,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/parallel
passiv,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/passiv
pauschal,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/pauschal
peinlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/peinlich
perfekt,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/perfekt
persönlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/pers%C3%B6nlich
politisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/politisch
populär,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/popul%C3%A4r
positiv,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/positiv
prima,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/prima
realistisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/realistisch
rechtlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/rechtlich
rechtzeitig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/rechtzeitig
regelmäßig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/regelm%C3%A4%C3%9Fig
regional,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/regional
reif,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/reif
relativ,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/relativ
riesig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/riesig
roh,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/roh
salzig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/salzig
satt,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/satt
schick,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/schick
schief,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/schief
schlank,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/schlank
schmal,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/schmal
schuld,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/schuld
schuldig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/schuldig
selbstverständlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/selbstverst%C3%A4ndlich
selten,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/selten
seltsam,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/seltsam
senkrecht,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/senkrecht
sicher,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/sicher
sichtbar,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/sichtbar
sinnlos,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/sinnlos
sinnvoll,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/sinnvoll
so genannt,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/so%20genannt
sogenannt,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/sogenannt
sozial,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/sozial
sparsam,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/sparsam
speziell,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/speziell
spitz,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/spitz
statistisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/statistisch
steil,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/steil
stilistisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/stilistisch
still,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/still
stolz,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/stolz
strafbar,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/strafbar
stumm,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/stumm
städtisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/st%C3%A4dtisch
ständig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/st%C3%A4ndig
süchtig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/s%C3%BCchtig
tatsächlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/tats%C3%A4chlich
taub,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/taub
technisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/technisch
teilweise,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/teilweise#2
theoretisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/theoretisch
tolerant,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/tolerant
traditionell,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/traditionell
treu,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/treu
tödlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/t%C3%B6dlich
unentschieden,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/unentschieden
ungefähr,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/ungef%C3%A4hr
ungewöhnlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/ungew%C3%B6hnlich
unglaublich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/unglaublich
unheimlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/unheimlich
unterschiedlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/unterschiedlich
ursprünglich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/urspr%C3%BCnglich
vegetarisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/vegetarisch
verantwortlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/verantwortlich
verdächtig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/verd%C3%A4chtig
vergeblich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/vergeblich
vermutlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/vermutlich
vernünftig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/vern%C3%BCnftig
verständlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/verst%C3%A4ndlich
verwandt,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/verwandt
virtuell,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/virtuell
voraussichtlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/voraussichtlich
vorder,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorder
vorläufig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/vorl%C3%A4ufig
völlig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/v%C3%B6llig
waagerecht,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/waagerecht
waagrecht,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/waagrecht
wahnsinnig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/wahnsinnig
weltenweit,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/weltenweit
weltweit,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/weltweit
wert,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/wert
wertlos,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/wertlos
wertvoll,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/wertvoll
wild,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/wild
wohl,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/wohl#1
wunderschön,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/wundersch%C3%B6n
zahlreich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zahlreich
zentral,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zentral
ziemlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/ziemlich
zufällig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zuf%C3%A4llig
zugänglich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zug%C3%A4nglich
zukünftig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zuk%C3%BCnftig
zuständig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zust%C3%A4ndig
zusätzlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zus%C3%A4tzlich
zuverlässig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/zuverl%C3%A4ssig
ähnlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%A4hnlich
ängstlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%A4ngstlich
ärgerlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%A4rgerlich
äußerlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%A4u%C3%9Ferlich
öffentlich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%B6ffentlich
ökologisch,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%B6kologisch
üblich,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%BCblich
übrig,B1,,,,,,false,dwds-goethe-B1.csv,https://www.dwds.de/wb/%C3%BCbrig
